Company_Name,DIVISION,Item_Code,Item_Name,Packing,Expiry,BatchNo,SaleRate,MRP,SaleScm1,SaleScm2,BATCHQTY,GSTPER,Item_Date,Date,Time
ALEMBIC,A1,1170,"ROXID LIQUID",30ML,07/20,1808001130,58.86,82.4,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A1,1171,"ROXID- 150",10`S,04/23,2008001488,115,161,0,0,169,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A1,1172,"ROXID KID TAB",10`S,10/22,2008000745,47.64,66.7,0,0,9,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A1,1176,SHARKOFERROL,450GM,04/22,EH0572056,206.46,289.05,0,0,40,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A10,118,"NIMEGESIC TAB",10`S,01/22,AB9002001,39.29,55,0,0,12,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A10,1186,"ALEMBIC WIKORYL TABS.",10`S,08/23,FD0809011,34.29,48,9,1,439,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A10,1187,"WIKORYL SYP.",60ML,11/23,2008001518,49.78,69.7,9,1,217,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A10,1190,"ZEET EXPT.SEE COUGH SYP",100ML,07/19,1708001032,55.32,77.45,9,1,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A10,1196,"ALTHROCIN  KID TABS",10`S,01/19,1708000143,19.93,27.9,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A6,1199,"KOOL-IT CAP",10`S,01/18,DG6053002,147.75,191.95,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"WALTER B",WB1,121,"AMCLOX   CAP",10`S,09/17,MGSAC-08,52.59,69.02,5,1,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"WALTER B",WB1,12150,"URISPAS TAB(10`S)",10`S,,,108.49,142.39,0,0,0,0.00,30-Jun-2011,23-Jan-2021,12:30:02
"WALTER B",WB1,1217,"POTKLOR SYP.*",200ML,10/22,LPR-1151,45.84,61.12,0,0,174,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"WALTER B",WB1,1218,"VENUSMIN - 300*",10`S,08/22,TVBR-240,117.91,165.07,0,0,51,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"WALTER B",WB1,1222,"VENUSMIN - 150",10`S,05/22,TVAR-38,67.96,95.14,0,0,23,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"WALTER B",WB1,1226,"GESTIN TABS.*",10`S,09/22,TGR-76,132.18,185.05,21,4,107,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"WALTER B",WB1,166,"DROTIN TAB.",10`S,05/21,TDR-546,42.37,59.32,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ERIS,ER2,10929,".OTOGESIC EAR DROP SEE 10ML",5ML,,,47.74,62,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,JU,3302,"PEDIA SYP.",60ML,,,28.86,37.5,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ERIS,ER4,109122,"RARICAP TAB",40`S,07/22,"GRAF20010      ",181.59,254.22,0,0,16,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ERIS,ER4,109121,"RARICAP=L SUSP",150ML,05/22,NOL0091,119.62,167.47,0,0,40,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,J8,3303,"RETINO-A 0.05%",20GM,08/22,FG2006,157.14,220,0,0,62,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,J8,3304,"RETINO-A 0.025%",20GM,08/22,FF2010,150,210,0,0,118,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G1,5513,"BETNOVATE  SKIN CREAM",20GM,09/22,NB374,13.35,18.69,20,1,1501,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G1,5514,"BETNOVATE N CREAM",20GM,03/22,FC445,23.79,33.3,19,1,5219,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G1,5515,"BETNOVATE C CREAM",30GM,07/22,NI075,34.64,48.5,19,1,1983,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G1,5518,"BECADEXAMIN CAPS.",30`S,03/22,BG827,28.8,38.4,0,0,831,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"KOYE PHA",KO1,5528,".CELIN - 500 TAB",25`S,01/20,BJ794,13.77,18.35,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G4,5530,".CELIN   CHEWA  TAB*",20`S,08/19,EP134,11.99,15.98,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G1,5532,".COBADEX FORTE CAPS*",15`S,03/18,RE974,14.1,18.8,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G1,555,"BETNESOL TAB.",20`S,07/22,NA154,8.36,11.7,19,1,2631,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G1,556,"BETNESOL ORAL DROP",15ML,12/21,KB415,13.79,19.3,0,0,280,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G1,5562,"BETNESOL FORTE TAB",20`S,09/22,NA492,13.86,19.4,0,0,131,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G1,557,"BETNESOL INJ. 1ML*",8`S,08/22,GS506,27.96,37.28,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GLAXO,G1,558,"BETNESOL N E/E DROP",5ML,11/21,GV224,11.82,16.55,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,JU,3310,"GASTRACTIV TABS.",10`S,11/21,N096,18.07,25.3,0,0,34,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,JU,3318,"IMODIUM CAPS.*",4`S,07/23,N337,12.16,15.8,0,0,1343,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ERIS,ER2,10930,"STUGIL TAB. *",10`S,08/23,ESTU0001,113.22,158.51,10,1,355,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,J8,332,"DAKTARIN GEL.",20GM,06/23,FA2005,66.43,93,0,0,40,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,JU,3320,"IMOSEC  - M TAB.",4`S,,,19.25,25,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,J8,3327,"NIZRAL TABS.",10`S,,,267.17,347,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALNICHE,00,3330,"NIZRAL SHAMPOO",50ML,09/22,NR0005,232.14,325,0,0,1109,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,JU,3333,"STUGERON  -  25 TAB",25`S,09/23,N775,142.14,199,0,0,172,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,JU,3334,"STUGERON FORTE TAB",20`S,08/23,N480,280.71,393,0,0,121,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,J8,3339,"SPORANOX CAPS",4`S,10/21,N184,232.14,325,0,0,234,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,J8,3341,"NIZRAL CREAM *",15GM,12/20,FB1901,117.14,164,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,JU,336,"DICARIS TABS .(CH)",1`S,02/21,N024,12.14,17,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,JU,337,"DICARIS TAB  (ADULT)",1`S,02/21,N094,32.86,46,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"SERDIA L",00,442,"NATRILIX TABS.",10`S,03/23,32001,67.86,95,0,0,75,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"SERDIA L",00,445,"FLAVEDON -20",10`S,05/23,62004,64.29,90,0,0,70,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"SERDIA L",00,446,"COVERSYL-- 4",10`S,05/22,102010,96.43,135,0,0,409,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"SERDIA L",00,447,"COVERSYL AM 4/5",10`S,06/22,162009,121.43,170,0,0,284,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"SERDIA L",00,448,"DIAMICRON TAB",10`S,05/23,82001,50,70,0,0,99,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"SERDIA L",00,44181,"DAFLON - 500",10.S,07/23,292010,89.29,125,0,0,1112,12.00,30-Jun-2011,23-Jan-2021,12:30:02
WINTHROP,WM,772,"DICLOMOL SP TAB",10`S,03/22,DD0020,56.07,78.5,0,0,32,12.00,30-Jun-2011,23-Jan-2021,12:30:02
WINTHROP,WM,7733,"DICLOMOL TAB.",10`S,10/23,PN0140,55.36,77.5,0,0,365,12.00,30-Jun-2011,23-Jan-2021,12:30:02
WINTHROP,WM,7741,"BETADINE OINT. 125  GM",125GM,09/22,PL0500,205.71,288,0,0,46,12.00,30-Jun-2011,23-Jan-2021,12:30:02
WINTHROP,WM,7742,"BETADINE OINT 250  GM",250GM,09/22,PL0540,358.57,502,0,0,35,12.00,30-Jun-2011,23-Jan-2021,12:30:02
WINTHROP,WM,7744,"BETADINE SOL(5% )500 ML *",500ML,10/22,MN0120,163.8,218.4,0,0,96,12.00,30-Jun-2011,23-Jan-2021,12:30:02
WINTHROP,WM,7745,"BETADINE VAG PES*",10`S,04/23,DE0030,117.14,164,0,0,31,12.00,30-Jun-2011,23-Jan-2021,12:30:02
WINTHROP,WM,7746,"BETADINE S.SCRUB 7.5%",500ML,10/21,PE0020,828.57,1160,0,0,15,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV5,881,"BENACE - 5",10`S,,,65.96,85.7,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV5,8824,"LOPRESOR - 100",10`S,,,63.52,82.5,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV5,8822,"LOPRESOR - 25",10`S,,,26.2,31.91,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV1,8826,"MACALVIT SYP",180ML,02/22,905KBAH0,120,168,17,1,172,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV7,8840,"TEGRITAL SYP*",100ML,06/23,703KBAS0,16.35,21.24,0,0,97,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,E15,8841,"TRIOPTAL - 150",10`S,07/22,198001CP,62.5,87.5,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV1,8845,"VOLTAFLAM - 50*",10`S,12/22,101CPBA0,16.05,20.85,0,0,64,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV1,8847,"VOVERAN-D TAB*",10`S,08/22,911MBBB0,16.35,21.24,0,0,122,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV1,8848,"VOVERAN EMULGEL 30GM",30GM,06/23,729EEBH0,89.29,125,4,1,35,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV7,88411,"CALCIUM SAND.10% INJ",10ML,07/22,829SPAA0,56.43,79,0,0,20,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV7,889,"CO-DIOVAN FCT - 160/25",14`S,07/21,TU127,690,966,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
NOVARTIS,NV7,888,"CO-DIOVAN - 80/12.5",14`S,12/21,AMPA1FW,531.43,744,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"WANDER L",WN,9913,"CLAMIST TAB.",10`S,04/23,VCT21107,77.22,108.1,10,1,56,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"WANDER L",WN,9915,"CLAMIST SYRUP",60ML,11/21,VCS91204,63.43,88.8,10,1,42,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"WANDER L",WN,993,".CDENSE TAB",15`S,08/21,VDF90912,108.36,151.7,10,1,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"WANDER L",WN,996,"NURTURE CHOCOLATE",200GM,10/21,NCP20504,233.09,343.8,9,1,15,18.00,30-Jun-2011,23-Jan-2021,12:30:02
"WANDER L",WN,998,"SENASOF TABS.",10`S,09/23,ASF21012,77.71,108.8,10,1,1122,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ETHNOR,JU,3342,"SIBELIUM - 10 *",30`S,08/23,N440,121.73,158.15,0,0,141,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A5,11107,"AXOGURD CAP",10`S,11/18,DG6181006,87.14,122,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
WINTHROP,WM,7749,"BETADINE S. SCURB 7.5%*",50ML,02/22,PK0750,132.86,186,0,0,94,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ALEMBIC,A4,11111,"LAVETA-M TAB",10`S,09/22,2008001328,120.43,168.6,0,0,30,12.00,30-Jun-2011,23-Jan-2021,12:30:02
WINTHROP,WM,7757,"CORION INJ.5000 *",1AMPS,01/18,150108,297.1,389.95,0,0,0,5.00,30-Jun-2011,23-Jan-2021,12:30:02
SYSTOPIC,00,002,"ACNESOL LOTION",25ML,08/22,AL229,62.48,82,0,0,19,5.00,30-Jun-2011,23-Jan-2021,12:30:02
SYSTOPIC,00,0015,"NORMAXIN TAB.",10`S,09/23,NX1321020,16.43,23,0,0,1283,12.00,30-Jun-2011,23-Jan-2021,12:30:02
SYSTOPIC,00,0016,"NIDAGEST TAB.",10`S,08/17,NG020915,58.88,76.5,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
SYSTOPIC,00,0017,"NAC SR 100 TAB",10`S,09/23,NC071020,28.57,40,0,0,147,12.00,30-Jun-2011,23-Jan-2021,12:30:02
SYSTOPIC,00,0018,"NAC.50 TAB.",10`S,09/23,NA041020,11.43,16,0,0,54,12.00,30-Jun-2011,23-Jan-2021,12:30:02
SYSTOPIC,00,0019,"NAC.PLUS TAB.*",10`S,09/23,NB131020,18.57,26,0,0,65,12.00,30-Jun-2011,23-Jan-2021,12:30:02
SYSTOPIC,00,0022,"NAC GEL OINT-SEE NAC NANO GEL",30GM,,,38.5,50,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
SYSTOPIC,00,03101,"SYSTAFLAM GEL",25GM,10/22,830,50,70,0,0,302,12.00,30-Jun-2011,23-Jan-2021,12:30:02
SYSTOPIC,00,0037,"TOPINATE CREAM",30GM,11/23,675,46.43,65,0,0,44,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R15,32006705,"AEROCORT INHALER",200MD,09/22,SA03725,161.62,226.27,0,0,248,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32006745,"ASTHALIN  - 2*",30`S,10/23,B501446,3.84,5.37,19,1,1117,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R20,32006895,"CIPLAR - 40*",15`S,08/23,SB01124,32.96,46.14,0,0,330,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32006746,"ASTHALIN  - 4 *",30`S,08/23,B501182,4.31,6.04,0,0,835,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32006753,"ASTHALIN SA-8",10`S,09/19,SA65639,6.76,8.78,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32006754,"ASTHALIN SYRUP*",100ML,05/22,EB00389,12,16.8,19,1,3009,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R15,32006750,"ASTHALIN RESP SOL.",15ML,08/22,SA03120,8.4,11.76,0,0,440,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R15,32006744,".ASTHALIN ROTACAPS",30`S,10/22,SA94334,5,158,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"FDC LIMI",F3,42244,"ZOCON TRANSGEL",15GM,,,39.59,51.44,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R15,32015875,"ASTHALIN INHALER *",200MD,09/22,SA04012,101.25,141.75,0,0,1927,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007720,"THEO-ASTHALIN FORTE",10`S,07/19,A760562,4.58,5.95,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007721,"THEO-ASTHALIN SR",10`S,01/19,SA60914,6.75,8.77,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32015718,"NEW ASTHALIN EXP.+",100ML,09/21,CFCD2010,56.18,78.65,4,1,256,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R17,32006802,"BECLATE-200 INH.",200MD,12/19,BA70287,267.14,374,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32006892,"CIPLACTIN TABS",15`S,08/23,F100288,31.84,44.58,9,1,1591,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R29,6631,"CIPLACTIN SYP.",100ML,,,25.02,32,0,0,0,0.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R20,32006894,"CIPLAR -10*",15`S,10/23,SB01386,13.77,19.28,0,0,595,12.00,30-Jun-2011,23-Jan-2021,12:30:02
GENTICA,AR3,97275,"NEBI - 5",10`S,09/22,SPK201328,58.57,82,0,0,208,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32006904,"CIPLOX - 250 *",10`S,07/23,SB00985,16.54,23.15,10,1,1039,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32006905,"CIPLOX - 500 *",10`S,06/23,SB00926,29.09,40.73,10,1,2861,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32006911,"CIPLOX  - TZ",10`S,08/23,SB01073,101.28,141.79,5,1,624,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R14,32013033,"DYTOR  - 5",15`S,09/23,SB01320,38.5,53.9,0,0,1129,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32006906,"CIPLOX - 750",10`S,03/23,SA01928,102.1,142.94,0,0,45,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R29,664,"CIPLOX EYE OINT.",5GM,,,4.28,5.56,0,0,0,0.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R29,6642,"CIPLIN SUSP",50ML,,,9.57,11.9,0,0,0,0.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R22,32006988,"DANOGEN - 50",10`S,08/22,GH90988,100.26,140.36,0,0,48,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R22,32006985,"DANOGEN -100*",10`S,07/22,20S2HCA003,226.74,317.43,0,0,55,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R22,32006986,"DANOGEN - 200*",10`S,08/22,20S2HCA005,369.18,516.85,0,0,153,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R22,32007117,FERTOMID-50*,10`S,11/23,SA04245,66.4,92.96,9,1,158,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ABBOTT,N4,87506,"METGLAR - 1",10`S,,,41.97,55.09,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R22,32007116,FERTOMID-25,10`S,02/23,SA01256,49.69,69.57,9,1,104,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R22,32007115,"FERTOMID-100 *",5`S,11/23,SA04246,46.65,65.31,0,0,114,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007202,"IBUGESIC PLUS TAB",20`S,09/23,AFB20I73,19.64,27.5,10,1,1155,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007197,"IBUGESIC PLUS SUP.",60ML,03/23,SE00197,21.17,29.64,9,1,434,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,661020,"IBUGESIC (60ML)",60ML,,,10.15,13.18,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R29,666,"LARPOSE-1  MG",10`S,,,13.85,18,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R29,6662,"LARPOSE 2  MG",10`S,,,18.09,23.5,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R29,32007314,"MEBEX TABS*",6`S,07/20,SB70793,11.37,15.92,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R29,32007313,"MEBEX SUSP.",30ML,01/20,J470050,15.36,19.95,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R24,32007327,"METOLAR  - 50*",15`S,08/23,SA03361,42.39,59.34,9,1,421,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R24,32007324,"METOLAR -100",10`S,01/23,KG00117,57.91,81.07,9,1,33,12.00,30-Jun-2011,23-Jan-2021,12:30:02
ZYDUS,Z8,25552,".SKINLITE  CREAM",20GM,08/20,ZAV075,141.57,198.2,5,1,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R29,6669,"MICOGEL CREAM",15GM,,,16.78,21.8,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32005901,"NORFLOX - 200",10`S,06/20,AFI8177,21.08,29.51,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32008728,"NORFLOX - 400",10`S,07/22,RC0188,46.09,64.52,5,1,408,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007424,"NORFLOX EYE DROP",10ML,07/23,A000392,9.51,13.31,0,0,150,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007439,"NOVAMOX - 250  CAP*",15`S,09/22,KO00338,26.37,36.92,9,1,191,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007433,"NOVAMOX - 500  CAPS *",15`S,09/22,KO00348,77.26,108.17,9,1,218,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007443,"NOVAMOX SYP. *",30ML,07/21,KP00063,19.97,27.95,9,1,191,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007445,"NOVAMOX SYP",60ML,06/21,KP00052,39.93,55.9,9,1,81,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007434,"NOVAMOX DROPS",10ML,08/21,KP00121,35,49,9,1,69,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R27,32005911,"NOVACLOX CAPS *",10`S,02/19,AEH7037,54.1,71,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R27,32008732,"NOVACLOX PAED.TAB",15`S,,,36.57,48,4,1,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R28,32013108,"NUTROLIN-B PLUS",15`S,03/22,RC0150,29.81,41.74,10,1,463,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R10,6684,"NEW  NUTROLIN-B SYRUP",60ML,02/19,ACP7011,28.76,40,9,1,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R29,6685,".PRESOLAR CAPS.",10`S,,,32.72,42.5,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R55,6689,"PIROX GEL",30GM,,,33.05,43,4,1,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R26,32007722,"THEO-ASTHALIN TAB",30`S,08/23,P100956,10.19,14.27,19,1,655,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R29,32007112,"FELOGARD - 5",10`S,05/19,L560116,47.72,62,0,0,0,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R17,32006803,"BECLATE-200 R/C",30`S,06/23,BA01878,76.06,106.48,0,0,16,12.00,30-Jun-2011,23-Jan-2021,12:30:02
"CIPLA LT",R15,32006706,"AEROCORT ROTACAPS",30`S,11/22,SA04228,33.76,47.26,0,0,350,12.00,30-Jun-2011,23-Jan-2021,12:30:02
